project,test_name,label,loc,num_asserts,thread_sleep_count,has_thread_sleep,async_wait_count,has_async_wait,has_file_io,has_network_io,has_concurrency,num_test_methods,num_try_catch,has_setup_teardown,num_conditionals,has_random,has_system_time,num_annotations
ambari,org.apache.ambari.server.state.cluster.clustertest.testsethoststate,0,1892,263,5,1,0,0,0,0,1,35,6,1,42,0,1,40
ambari,org.apache.ambari.server.state.host.hosttest.testhostfsminit,0,387,44,0,0,0,0,0,0,0,9,5,1,3,0,1,11
ambari,org.apache.ambari.server.state.host.hosttest.testhostheartbeatflow,0,387,44,0,0,0,0,0,0,0,9,5,1,3,0,1,11
ambari,org.apache.ambari.server.state.host.hosttest.testhostinfoimport,0,387,44,0,0,0,0,0,0,0,9,5,1,3,0,1,11
ambari,org.apache.ambari.server.state.host.hosttest.testhostos,0,387,44,0,0,0,0,0,0,0,9,5,1,3,0,1,11
ambari,org.apache.ambari.server.state.host.hosttest.testhostregistrationflow,0,387,44,0,0,0,0,0,0,0,9,5,1,3,0,1,11
ambari,org.apache.ambari.server.state.host.hosttest.testhostregistrationsinanystate,0,387,44,0,0,0,0,0,0,0,9,5,1,3,0,1,11
commons-exec,org.apache.commons.exec.commandlinetest.testaddargument,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddarguments,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentsarray,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentsarraynull,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentswithquotes,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentswithquotesandspaces,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentwithbothquotes,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentwithquote,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentwithquotesaround,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentwithsinglequote,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddargumentwithspace,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testaddnullargument,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testcommandlineparsingwithexpansion,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testcomplexaddargument,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testcomplexaddarguments1,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testcomplexaddarguments2,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testexecutable,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testexecutablewhitespacestring,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testexecutablezerolengthstring,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testnullexecutable,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testparse,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testparsewithnull,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testparsewithonlywhitespace,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testparsewithquotes,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.commandlinetest.testparsewithunevenquotes,0,396,84,0,0,0,0,1,0,0,34,0,0,0,0,0,34
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecute,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecuteasync,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecuteasyncwitherror,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecuteasyncwithnonexistingapplication,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecuteasyncwithprocessdestroyer,1,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecuteasyncwithtimelyusertermination,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecuteasyncwithtoolateusertermination,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutenonexistingapplication,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutestability,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewatchdog,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewitharg,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewithcustomexitvalue1,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewithcustomexitvalue2,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewithenv,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewitherror,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewithinvalidworkingdirectory,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewithprocessdestroyer,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.defaultexecutortest.testexecutewithworkingdirectory,0,667,87,4,1,6,1,1,0,1,32,5,1,7,0,0,40
commons-exec,org.apache.commons.exec.util.maputiltest.testcopymap,0,67,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3
commons-exec,org.apache.commons.exec.util.maputiltest.testmergemap,0,67,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3
commons-exec,org.apache.commons.exec.util.maputiltest.testprefixmap,0,67,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3
hbase,org.apache.hadoop.hbase.testfulllogreconstruction.testreconstruction,0,93,2,0,0,0,0,0,0,0,1,0,1,1,0,0,7
hbase,org.apache.hadoop.hbase.testinfoservers.testinfoserversareup,1,133,13,0,0,0,0,0,1,0,4,0,1,1,0,0,8
hbase,org.apache.hadoop.hbase.testregionrebalancing.testrebalancing,1,252,20,3,1,0,0,0,0,1,0,3,1,15,0,0,6
hbase,org.apache.hadoop.hbase.testserialization.testcomparefilter,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testdelete,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testget,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testhbasemapwritable,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testhmsg,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testkeyvalue,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testkeyvalue2,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testput,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testput2,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testregioninfo,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testresult,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testresultarray,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testresultarrayempty,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testresultdynamicbuild,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testresultempty,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testscan,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testserverinfo,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testserialization.testtabledescriptor,0,279,30,0,0,0,0,0,0,0,8,3,0,5,0,0,10
hbase,org.apache.hadoop.hbase.testzookeeper.testclientsessionexpired,0,267,5,0,0,2,1,0,0,0,5,0,1,6,0,0,13
hbase,org.apache.hadoop.hbase.testzookeeper.testmastersessionexpired,0,267,5,0,0,2,1,0,0,0,5,0,1,6,0,0,13
hbase,org.apache.hadoop.hbase.testzookeeper.testmultiplezk,0,267,5,0,0,2,1,0,0,0,5,0,1,6,0,0,13
hbase,org.apache.hadoop.hbase.testzookeeper.testregionserversessionexpired,1,267,5,0,0,2,1,0,0,0,5,0,1,6,0,0,13
hbase,org.apache.hadoop.hbase.client.testadmin.testcreatebadtables,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testcreatetable,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testcreatetablewithregions,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testdisableandenabletable,0,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testemptyhhtabledescriptor,0,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testenabledisableaddcolumndeletecolumn,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testforcesplit,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testgettabledescriptor,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testhundredsoftable,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testreadonlytable,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testtableexist,0,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testtablenameclash,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testtablenames,0,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testtablenotfoundexceptionwithatable,1,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testadmin.testtablenotfoundexceptionwithoutanytables,0,514,86,0,0,0,0,0,0,0,15,6,0,6,0,1,17
hbase,org.apache.hadoop.hbase.client.testfromclientside.testaddkeyvalue,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testdeletes,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testfilteracrossmutlipleregions,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testfilters,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testget_emptytable,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testget_nonexistentrow,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testgetclosestrowbefore,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testgetconfiguration,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testhbase737,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testjiratest1014,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testjiratest1182,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testjiratest33,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testjiratest52,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testjiratest861,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testjiratest867,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testlisttables,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testmaxkeyvaluesize,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testmischtablestuff,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testnull,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testput,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testrowsput,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testrowsputbufferedmanymanyflushes,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testrowsputbufferedoneflush,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testsimplemissing,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testsinglerowmultiplefamily,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testsupersimple,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testversionlimits,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testversions,1,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testfromclientside.testweirdcachebehaviour,0,1680,171,0,0,0,0,0,0,0,26,4,1,19,0,0,37
hbase,org.apache.hadoop.hbase.client.testscannertimeout.test2481,1,185,3,1,1,0,0,0,0,1,3,0,1,3,0,0,8
hbase,org.apache.hadoop.hbase.filter.testcolumnpaginationfilter.testserialization,0,77,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4
hbase,org.apache.hadoop.hbase.filter.testfilter.testcolumnpaginationfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testfilterlist,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testfirstkeyonlyfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testinclusivestopfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testnofilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testpagefilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testprefixfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testqualifierfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testrowfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testsinglecolumnvaluefilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testskipfilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testvaluefilter,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testwhilematchfilterwithfilterkeyvalue,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testwhilematchfilterwithfilterrow,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilter.testwhilematchfilterwithfilterrowkey,0,2069,48,1,1,0,0,0,0,1,30,1,1,61,0,0,43
hbase,org.apache.hadoop.hbase.filter.testfilterlist.testmpall,0,931,134,0,0,0,0,0,0,0,23,5,0,11,0,0,49
hbase,org.apache.hadoop.hbase.filter.testfilterlist.testmpone,0,931,134,0,0,0,0,0,0,0,23,5,0,11,0,0,49
hbase,org.apache.hadoop.hbase.filter.testfilterlist.testordering,0,931,134,0,0,0,0,0,0,0,23,5,0,11,0,0,49
hbase,org.apache.hadoop.hbase.filter.testfilterlist.testserialization,0,931,134,0,0,0,0,0,0,0,23,5,0,11,0,0,49
hbase,org.apache.hadoop.hbase.filter.testinclusivestopfilter.testserialization,0,71,5,0,0,0,0,0,0,0,2,0,1,0,0,0,5
hbase,org.apache.hadoop.hbase.filter.testinclusivestopfilter.teststoprowidentification,0,71,5,0,0,0,0,0,0,0,2,0,1,0,0,0,5
hbase,org.apache.hadoop.hbase.filter.testpagefilter.testpagesize,0,76,3,0,0,0,0,0,0,0,2,0,0,3,0,0,4
hbase,org.apache.hadoop.hbase.filter.testpagefilter.testserialization,0,76,3,0,0,0,0,0,0,0,2,0,0,3,0,0,4
hbase,org.apache.hadoop.hbase.filter.testprefixfilter.testprefixonrow,0,217,57,0,0,0,0,0,0,0,14,0,1,1,0,0,17
hbase,org.apache.hadoop.hbase.filter.testprefixfilter.testprefixonrowinsidewhilematchrow,0,217,57,0,0,0,0,0,0,0,14,0,1,1,0,0,17
hbase,org.apache.hadoop.hbase.filter.testprefixfilter.testserialization,0,217,57,0,0,0,0,0,0,0,14,0,1,1,0,0,17
hbase,org.apache.hadoop.hbase.filter.testsinglecolumnvaluefilter.testserialization,0,245,46,0,0,0,0,0,0,0,3,0,1,0,0,0,6
hbase,org.apache.hadoop.hbase.filter.testsinglecolumnvaluefilter.teststop,0,245,46,0,0,0,0,0,0,0,3,0,1,0,0,0,6
hbase,org.apache.hadoop.hbase.io.testheapsize.testnativesizes,0,579,47,0,0,0,0,0,0,0,7,0,1,42,0,1,10
hbase,org.apache.hadoop.hbase.io.testheapsize.testsizes,0,579,47,0,0,0,0,0,0,0,7,0,1,42,0,1,10
hbase,org.apache.hadoop.hbase.io.testimmutablebyteswritable.testcomparison,0,106,8,0,0,0,0,0,0,0,3,0,0,2,0,0,5
hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueue,0,124,4,0,0,0,0,0,0,0,2,0,0,2,0,0,9
hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueuesmallblockedgecase,0,124,4,0,0,0,0,0,0,0,2,0,0,2,0,0,9
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testcomparator,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testcompressionordinance,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testemptyhfile,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testheapsizeforblockindex,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testmetablocks,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testnullmetablocks,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfile.testtfilefeatures,0,1058,115,0,0,0,0,1,0,0,23,4,1,32,1,0,29
hbase,org.apache.hadoop.hbase.io.hfile.testhfileseek.testseeks,0,410,0,0,0,0,0,1,0,0,1,2,1,36,1,1,5
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testbackgroundevictionthread,1,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionsimple,0,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionthreepriorities,0,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictiontwopriorities,0,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcachesimple,0,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testresizeblockcache,0,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testscanresistance,0,838,130,1,1,1,1,0,0,1,13,3,0,32,1,0,25
hbase,org.apache.hadoop.hbase.io.hfile.testseekto.testblockcontainingkey,0,312,89,0,0,0,0,1,0,0,4,0,1,7,0,0,9
hbase,org.apache.hadoop.hbase.io.hfile.testseekto.testseekbefore,0,312,89,0,0,0,0,1,0,0,4,0,1,7,0,0,9
